symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
GNAL,"Generation Alpha, Inc.",0.0775,0.0029,+3.92%,"26,575","113,091",4.505M,,113091,4505000
NMEX,Northern Minerals & Exploration Ltd.,0.0700,0.0,0.00%,"20,676","51,778",4.486M,,51778,4486000
GMER,"Good Gaming, Inc.",0.0750,0.0,0.00%,"311,957",1.337M,4.456M,,1337000,4456000
NUVG,Nuvus Gro Corp.,0.0799,0.0,0.00%,"10,995","32,738",4.451M,26.63,32738,4451000
FIND,"Findex.com, Inc.",0.0061,0.0,0.00%,400,"84,026",4.445M,3.07,84026,4445000
SVTE,Service Team Inc.,0.0005,0.0,0.00%,94.493M,306.442M,4.426M,,306442000,4426000
AIMH,Aimrite Holdings Corporation,0.0330,0.0,0.00%,"141,957","260,773",4.405M,,260773,4405000
SGSI,"Spectrum Global Solutions, Inc.",0.4250,-0.025,-5.56%,"328,741","875,944",4.402M,,875944,4402000
MXSG,Mexus Gold US,0.0277,-0.0048,-14.77%,"281,418",1.148M,4.374M,,1148000,4374000
AFTM,"AfterMaster, Inc.",0.0062,0.0002,+3.33%,507,"583,313",4.368M,,583313,4368000
IWSH,"Wright Investors' Service Holdings, Inc.",0.2200,0.02,+10.00%,700,"56,345",4.365M,,56345,4365000
GSPI,"Green Star Products, Inc.",0.0099,-0.0015,-13.16%,"627,835",2.467M,4.35M,,2467000,4350000
ZZZOF,Zinc One Resources Inc.,0.0199,0.0058,+41.13%,"19,305","163,998",4.325M,,163998,4325000
TXSO,"Texas South Energy, Inc.",0.0043,0.0016,+60.00%,1.56M,1.937M,4.317M,,1937000,4317000
SNNVF,Sunniva Inc.,0.1100,0.0,0.00%,"69,682","101,561",4.313M,,101561,4313000
FECOF,FEC Resources Inc.,0.0050,0.0,0.00%,"152,558","108,024",4.305M,,108024,4305000
LBTD,Lotus Bio-Technology Development Corp.,0.0055,0.0,0.00%,"10,000","65,500",4.305M,,65500,4305000
VRSCF,Valterra  Resource Corporation,0.0622,0.0029,+4.89%,"1,100","45,242",4.282M,,45242,4282000
REDFY,Rediff.com India Limited,0.2200,0.02,+10.00%,"15,007","49,620",4.279M,,49620,4279000
GRCU,Green Cures & Botanical Distribution Inc.,0.0037,-0.0007,-15.14%,1.772M,11.619M,4.276M,0.00,11619000,4276000
SWYDF,Stornoway Diamond Corporation,0.0046,-0.0006,-11.54%,1.384M,"934,060",4.262M,,934060,4262000
FRERF,Fremont Gold Ltd.,0.0390,-0.001,-2.50%,"78,500","98,757",4.259M,,98757,4259000
YRLLF,Global UAV Technologies Ltd.,0.0297,0.0047,+18.80%,"306,947",1.632M,4.185M,,1632000,4184999
FERN,Fernhill Corporation,0.0019,-0.0002,-9.52%,18.327M,35.991M,4.18M,0.05,35991000,4179999
QGSI,QuantGate Systems Inc.,0.1300,-0.026,-16.67%,"3,354","39,516",4.168M,,39516,4168000
KOGMF,Kilo Goldmines Ltd.,0.0184,0.0064,+53.54%,"2,000","50,951",4.12M,,50951,4120000
EVLI,"Everlert, Inc.",0.0050,0.0,0.00%,"5,150","187,366",4.106M,0.56,187366,4106000
PFND,"Pathfinder Cell Therapy, Inc.",0.0140,0.0071,+102.90%,1.208M,"37,912",4.061M,,37912,4061000
CPWR,Ocean Thermal Energy Corporation,0.0300,-0.002,-6.25%,"80,403","327,618",4.043M,,327618,4043000
OOGI,"C2E Energy, Inc.",0.0700,0.0,0.00%,60,"31,807",4M,,31807,4000000
NGBL,"Notis Global, Inc.",0.0004,0.0001,+33.33%,4.01M,36.057M,4M,,36057000,4000000
STEV,Stevia Corp.,0.0058,-0.0,-0.85%,"864,004",6.638M,3.97M,,6638000,3970000
VGMIF,Visible Gold Mines Inc.,0.1674,0.0054,+3.36%,"24,000","70,565",3.97M,,70565,3970000
SRVTF,Star Vault AB (publ),0.1075,0.0,0.00%,"51,020","79,056",3.965M,,79056,3965000
WWPW,Wind Works Power Corp.,0.0580,-0.002,-3.33%,"55,533","218,566",3.951M,,218566,3951000
BRYYF,Amani Gold Limited,0.0015,-0.0005,-25.00%,1.152M,"671,684",3.924M,,671684,3924000
URBT,Urban Television Network Corporation,0.0370,0.0,0.00%,"12,183","131,019",3.922M,,131019,3922000
SRMX,"Saddle Ranch Media, Inc.",0.0061,-0.0008,-11.59%,60.34M,168.701M,3.895M,,168701000,3895000
SRMX,"Saddle Ranch Media, Inc.",0.0061,-0.0008,-11.59%,60.688M,168.701M,3.895M,,168701000,3895000
DRGV,"Dragon Capital Group, Corp.",0.0019,-0.0002,-9.52%,1.842M,83.864M,3.892M,,83864000,3892000
ORHB,"ORHub, Inc.",0.0400,0.0,0.00%,690,"65,587",3.88M,,65587,3880000
LBLTF,Lattice Biologics Ltd.,0.0382,0.0,0.00%,"10,500","34,794",3.869M,,34794,3869000
SLSDF,Select Sands Corp.,0.0435,-0.0038,-8.03%,"271,389","299,290",3.86M,,299290,3860000
REFG,"Medical Cannabis Payment Solutions, Inc.",0.0390,-0.003,-7.14%,"250,695",1.081M,3.839M,,1081000,3839000
ALIF,"Artificial Life, Inc.",0.0500,0.0,0.00%,"13,200","167,804",3.832M,0.56,167804,3832000
SRCH,Searchlight Minerals Corp.,0.0350,-0.003,-7.89%,"10,000","114,848",3.82M,,114848,3820000
ZMWYF,ZoomAway Travel Inc.,0.0270,-0.003,-10.00%,"56,072","32,934",3.819M,,32934,3819000
VPOR,"Vapor Group, Inc.",0.0006,0.0,+7.14%,24.846M,69.282M,3.805M,,69282000,3805000
MNTR,"Mentor Capital, Inc.",0.1665,0.0013,+0.79%,"24,900","182,565",3.805M,,182565,3805000
GARB,Garb Oil & Power Corporation,0.0004,-0.0001,-20.00%,758.029M,872.784M,3.8M,,872784000,3800000
OILCF,Permex Petroleum Corporation,0.0881,-0.0019,-2.11%,"273,178","128,402",3.8M,,128402,3800000
SITOQ,"SITO Mobile, Ltd.",0.1480,-0.002,-1.33%,"1,000","76,016",3.795M,,76016,3795000
BLGI,"BLGI, Inc.",0.1300,-0.0015,-1.14%,155,"56,837",3.785M,,56837,3785000
ENKS,"Enerkon Solar International, Inc.",0.7515,-0.1085,-12.62%,"99,914",1.323M,3.751M,,1323000,3751000
HREEF,Stans Energy Corp.,0.0200,0.0,0.00%,"50,000","111,488",3.746M,,111488,3746000
TOKIF,Tree of Knowledge International Corp.,0.0150,-0.005,-25.00%,"12,662","226,270",3.726M,,226270,3726000
AZRH,Azure Holding Group Corp.,0.0233,0.0028,+13.66%,"465,032","473,400",3.725M,,473400,3725000
ECPN,"El Capitan Precious Metals, Inc.",0.0090,0.0001,+1.12%,"601,000","728,989",3.721M,,728989,3721000
GSPH,Geospatial Corporation,0.0100,0.0,0.00%,"69,150","167,662",3.709M,,167662,3709000
CCTC,"Clean Coal Technologies, Inc.",0.0113,0.0003,+2.86%,"177,804",1.876M,3.709M,,1876000,3709000
IMAHF,I-Minerals Inc.,0.0388,0.0,0.00%,"21,000","37,752",3.705M,,37752,3705000
KDKN,Kodiak Energy Inc.,0.0420,0.012,+40.00%,"234,739","70,813",3.703M,,70813,3703000
OCLN,"OriginClear, Inc.",0.0741,-0.0036,-4.63%,"51,793","461,576",3.688M,4.12,461576,3688000
IMII,"Inception Mining, Inc.",0.0500,0.002,+4.17%,1.664M,"895,292",3.67M,12.50,895292,3670000
ITKG,"Integral Technologies, Inc.",0.0150,0.008,+114.29%,"5,000","216,186",3.649M,,216186,3649000
RGUS,"REGI U.S., Inc.",0.0300,0.0,0.00%,"16,150","50,088",3.642M,,50088,3642000
GCFFF,Goldcliff Resource Corporation,0.0697,-0.003,-4.13%,"86,700","35,871",3.639M,,35871,3639000
SXNTF,Sixty North Gold Mining Ltd.,0.0424,0.0,0.00%,"68,290","50,165",3.637M,,50165,3637000
GHAV,Grand Havana Inc.,0.0274,-0.0026,-8.67%,"52,302","282,137",3.623M,,282137,3623000
DLCR,Kibush Capital Corporation,0.0082,0.0027,+48.18%,14.278M,9.348M,3.613M,,9348000,3613000
ITOX,"IIOT-OXYS, Inc.",0.0247,0.004,+19.37%,1.532M,6.354M,3.602M,,6354000,3602000
ASWRF,Gungnir Resources Inc.,0.0520,0.0042,+8.69%,"5,200","57,543",3.59M,6.50,57543,3590000
RWGI,"Rodedawg International Industries, Inc.",0.0288,0.0,0.00%,"3,000","38,051",3.568M,,38051,3568000
ACRB,"Asia Carbon Industries, Inc.",0.0170,0.0066,+63.46%,"11,000","57,966",3.55M,0.24,57966,3550000
EWPMF,East West Petroleum Corp.,0.0431,0.0,0.00%,"11,500","63,676",3.541M,,63676,3541000
MYDX,"MyDx, Inc.",0.0006,-0.0001,-14.29%,99.418M,131.182M,3.541M,,131181999,3541000
ARSN,Aureus Incorporated,0.0028,-0.0002,-6.67%,7.455M,52.811M,3.541M,,52811000,3541000
SNLP,Syntrol Corp.,0.0799,0.0,0.00%,"5,000","30,391",3.532M,,30391,3532000
CMGO,"CMG Holdings Group, Inc.",0.0080,-0.0011,-12.09%,1.219M,3.183M,3.523M,,3183000,3523000
AHGIF,Alternate Health Corp.,0.0450,-0.015,-25.00%,"7,000","38,410",3.505M,,38410,3505000
AREB,"American Rebel Holdings, Inc.",0.0500,0.0,0.00%,"3,500","30,434",3.485M,,30434,3485000
IFBC,Italian Food & Beverage Corp.,0.0097,-0.0003,-3.00%,"166,948",3.01M,3.483M,,3010000,3483000
QCLSF,Global PVQ SE,0.0380,-0.002,-5.00%,"20,000","35,110",3.47M,,35110,3470000
VSYM,"View Systems, Inc.",0.0009,0.0,+5.88%,17.128M,102.604M,3.467M,,102604000,3467000
ANDI,Andiamo Corporation,0.0007,0.0001,+16.67%,13.247M,36.173M,3.443M,,36173000,3443000
SHLOQ,"Shiloh Industries, Inc.",0.1420,-0.008,-5.33%,"140,629","348,501",3.439M,,348501,3439000
OSCI,"Osceola Gold, Inc.",0.0260,0.001,+4.00%,"34,000","25,381",3.436M,,25381,3436000
MOOIF,Sensor Technologies Corp.,0.0350,-0.01,-22.22%,"5,000","33,684",3.424M,,33684,3424000
STRI,"STR Holdings, Inc.",0.1699,-0.01,-5.56%,"8,356","35,411",3.424M,,35411,3424000
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0045,0.0,0.00%,"158,730",1.766M,3.41M,,1766000,3410000
PROP,Pledge Petroleum Corp.,0.0065,0.0,0.00%,"34,666","231,525",3.39M,,231525,3390000
AFFY,"Affymax, Inc.",0.0685,-0.0013,-1.86%,"20,743","79,628",3.38M,0.84,79628,3380000
MAGP,"Magplane Technology, Inc.",0.0180,0.0,0.00%,"6,000","64,247",3.366M,,64247,3366000
CINGF,Coinsilium Group Limited,0.1710,0.031,+22.14%,2.089M,"406,550",3.366M,15.55,406550,3366000
SSCFF,Smartcool Systems Inc.,0.0140,0.0,0.00%,"14,512","77,068",3.36M,,77068,3360000
AREVF,AREV NanoTec Brands Inc.,0.1868,-0.0162,-7.98%,"4,200","25,386",3.353M,,25386,3353000
JWCAF,James E. Wagner Cultivation Corporation,0.0305,0.0005,+1.67%,"31,961","98,793",3.337M,,98793,3337000
MDRM,"Modern Mobility Aids, Inc.",0.0295,0.0035,+13.46%,"50,324","203,151",3.329M,,203151,3329000
MTPP,"Mountain Top Properties, Inc.",0.0300,-0.0,-0.17%,"8,998","97,092",3.324M,,97092,3324000
HWKE,"Hawkeye Systems, Inc.",0.1989,0.0176,+9.71%,"30,453","122,678",3.312M,,122678,3312000
HYEG,"Hydrogen Engine Center, Inc.",0.5500,0.0651,+13.43%,"52,399","134,340",3.302M,,134340,3302000
AMBS,"Amarantus BioScience Holdings, Inc.",0.0131,0.0007,+5.65%,"547,541","932,471",3.298M,,932471,3298000
RTON,"Right On Brands, Inc.",0.0036,-0.0002,-5.26%,38.028M,199.488M,3.296M,,199488000,3296000
TMGI,"The Marquie Group, Inc.",0.0011,-0.0002,-15.38%,81.588M,138.732M,3.292M,,138732000,3292000
AATGF,ATI Airtest Technologies Inc.,0.1058,0.0,0.00%,10,"57,425",3.284M,,57425,3284000
ADTFF,iMetal Resources Inc.,0.0786,-0.0046,-5.53%,"14,000","49,822",3.283M,,49822,3283000
ECOS,EcoloCap Solutions Inc.,0.0003,0.0,0.00%,39.332M,172.932M,3.277M,,172932000,3277000
VRCFF,Victory Resources Corporation,0.0600,0.0,0.00%,"5,400","32,863",3.269M,,32863,3269000
KNDYF,Kenadyr Mining (Holdings) Corp.,0.0321,0.0,0.00%,"51,000","158,414",3.263M,,158414,3263000
WUHN,"Wuhan General Group (China), Inc.",0.9200,0.056,+6.48%,"7,425","135,725",3.251M,,135725,3251000
PMDP,"Plateau Mineral Development, Inc.",0.0003,-0.0001,-16.67%,13.215M,28.086M,3.248M,,28086000,3248000
TFBN,TFN Football Network,0.0005,0.0,0.00%,"10,000",2.758M,3.243M,,2758000,3243000
MGHCF,Minco Capital Corp.,0.0601,-0.0077,-11.36%,"2,651","32,731",3.243M,,32731,3243000
CANOF,California Nanotechnologies Corp.,0.1000,0.0,0.00%,"1,000","43,020",3.228M,,43020,3228000
SINX,Sionix Corp.,0.0022,0.0,0.00%,"215,882",1.196M,3.222M,,1196000,3222000
SPSO,"Spectacular Solar, Inc.",0.0470,-0.005,-9.62%,"159,509","367,581",3.209M,,367581,3209000
VIBI,Vilacto Bio Inc.,0.0015,0.0001,+7.14%,16.112M,90.021M,3.206M,,90021000,3206000
DBRM,"Daybreak Oil and Gas, Inc.",0.0530,0.016,+43.24%,8.864M,"159,650",3.206M,,159650,3206000
DIGP,"DigiPath, Inc.",0.0500,0.001,+2.04%,"33,304","283,830",3.203M,,283830,3203000
FTWS,Flitways Technology Inc.,0.0016,-0.0001,-7.78%,4.43M,111.407M,3.2M,,111407000,3200000
GFMH,Goliath Film and Media Holdings,0.0230,0.0,0.00%,"234,697","214,229",3.196M,,214229,3196000
CCOB,Century Cobalt Corp.,0.0411,-0.0009,-2.14%,100,"62,865",3.175M,,62865,3175000
BLEVF,Beleave Inc.,0.0056,-0.0003,-5.08%,"71,027",1.149M,3.172M,,1149000,3172000
CTBK,City Bank,0.0101,-0.0089,-46.84%,"7,060","47,030",3.153M,,47030,3153000
CTBK,City Bank,0.0101,-0.0089,-46.84%,"7,060","47,030",3.153M,,47030,3153000
PNXLF,Argentina Lithium & Energy Corp.,0.1005,0.0,+0.02%,500,"52,906",3.144M,,52906,3144000
SCFFF,Spot Coffee (Canada) Ltd.,0.0267,0.0,0.00%,"157,120","42,336",3.137M,,42336,3137000
TNEN,True North Energy Corp.,0.0256,0.0181,+242.95%,25.431M,"547,339",3.129M,,547339,3129000
CNNXF,CannAmerica Brands Corp.,0.0560,0.0043,+8.29%,"27,000","199,446",3.122M,,199446,3122000
SHPNF,Shoal Point Energy Ltd.,0.0710,0.0,0.00%,"2,000","26,990",3.091M,,26990,3091000
FRZT,"Freeze Tag, Inc.",0.0410,-0.0016,-3.87%,"38,400","147,621",3.077M,,147621,3077000
NSPX,"Inspyr Therapeutics, Inc.",0.0205,0.0001,+0.69%,1.797M,20.389M,3.075M,,20389000,3075000
PIFR,"Premier information Management, Inc.",0.0525,-0.0075,-12.50%,"20,675","233,798",3.074M,,233798,3074000
APSI,Aqua Power Systems Inc.,0.1031,-0.0169,-14.08%,"116,453","529,591",3.063M,,529591,3063000
CUBV,CUBA Beverage Company,0.0026,-0.0001,-1.85%,2.823M,33.043M,3.02M,,33043000,3020000
GZDIF,Grizzly Discoveries Inc.,0.0354,-0.0062,-14.90%,"10,000","42,776",3.017M,,42776,3017000
STSN,"Stemsation International, Inc.",0.0300,-0.0045,-13.04%,"5,500","168,395",3.014M,,168395,3014000
EVCC,Environmental Control Corp.,0.0285,-0.0085,-22.97%,"10,150","50,865",3.009M,,50865,3009000
VCEX,Vaccex Inc,0.0600,0.01,+20.00%,100,"58,611",3.007M,,58611,3007000
BTHE,"Boston Therapeutics, Inc.",0.0269,0.0054,+25.12%,"36,353","192,881",2.989M,,192881,2989000
PIPI,Premier Investment Properties Inc.,0.0109,0.0,0.00%,"502,513","161,718",2.985M,,161718,2985000
IPLY,Interplay Entertainment Corp.,0.0520,0.011,+26.95%,100,"52,923",2.984M,,52923,2984000
SPFYF,Spacefy Inc.,0.0647,0.0061,+10.41%,"11,800","94,068",2.976M,,94068,2976000
GIDMF,Golden Independence Mining Corp.,0.1975,0.0034,+1.74%,"8,710","93,211",2.965M,,93211,2965000
DLAD,Cabal Communications Corporation,0.0003,0.0,0.00%,1.371M,81.303M,2.959M,,81303000,2959000
BLIAQ,BB Liquidating Inc.,0.0200,0.0015,+8.11%,"493,208",1.891M,2.956M,,1891000,2956000
NXMR,"NextMart, Inc.",0.0077,0.0011,+16.67%,"300,000","545,948",2.944M,,545948,2944000
RMTD,"Remote Dynamics, Inc.",0.0005,0.0,0.00%,52.836M,209.075M,2.933M,,209075000,2933000
HHPHF,Mojave Jane Brands Inc.,0.0249,0.0001,+0.40%,"1,000","50,172",2.911M,,50172,2911000
RSPI,RespireRx Pharmaceuticals Inc.,0.0450,-0.004,-8.16%,"178,840",1.511M,2.905M,,1511000,2905000
AGDY,"Agri Dynamics, Inc.",0.0449,0.0049,+12.25%,"2,200","58,596",2.893M,,58596,2893000
PRCNF,Pure Global Cannabis Inc.,0.0177,-0.0063,-26.25%,"6,100","194,048",2.86M,,194048,2860000
BLXX,"Blox, Inc.",0.0108,-0.0004,-3.57%,"446,780",5.218M,2.857M,,5218000,2857000
WTNW,"Water Now, Inc.",0.0370,0.001,+2.78%,"47,000","128,025",2.851M,,128025,2851000
VBHI,"Verde Bio Holdings, Inc.",0.0575,0.0435,+310.71%,109.214M,1.961M,2.832M,,1961000,2832000
PLFX,Pulse Evolution Corporation,0.0340,-0.006,-15.00%,100,"29,670",2.809M,,29670,2809000
RMSL,"REMSleep Holdings, Inc.",0.0091,-0.0004,-4.21%,1.915M,10.984M,2.806M,,10984000,2806000
PRHL,Premier Holding Corporation,0.0042,0.0,0.00%,"32,983","117,149",2.795M,,117149,2795000
CHMJF,Chemistree Technology Inc.,0.0700,-0.0017,-2.37%,"21,456","167,303",2.793M,,167303,2793000
DKTS,Top Shelf Brands Holdings Corp.,0.0004,0.0001,+33.33%,4.287M,21.867M,2.778M,,21867000,2778000
UWEFF,U3O8 Corp.,0.1300,-0.0007,-0.54%,"1,000","29,465",2.776M,,29465,2776000
FLES,"The 4Less Group, Inc.",2.3500,0.0975,+4.33%,"12,242","31,586",2.775M,,31586,2775000
WHZT,Whiting USA Trust II,0.1500,0.0049,+3.38%,"45,215","60,180",2.76M,1.92,60180,2760000
VRUS,"Verus International, Inc.",0.2800,0.0134,+5.03%,"46,115",28.006M,2.759M,,28006000,2759000
EVIO,"EVIO, Inc.",0.0040,-0.0003,-6.10%,31.932M,46.337M,2.756M,,46337000,2756000
PIHN,Polaris International Holdings Inc.,0.0005,-0.0002,-28.57%,"250,000",3.062M,2.753M,,3062000,2753000
XCLL,"XcelMobility, Inc.",0.0023,-0.0002,-9.60%,"60,400",3.978M,2.734M,,3978000,2734000
RELT,"Reliant Holdings, Inc.",0.1860,0.0,0.00%,900,"27,248",2.713M,,27248,2713000
PZOO,"Pazoo, Inc.",0.0011,-0.0001,-8.33%,2.588M,74.563M,2.711M,,74563000,2711000
IMTFF,Marvel Discovery Corp.,0.0620,-0.0052,-7.67%,"5,000","32,253",2.709M,,32253,2709000
ERFB,"ERF Wireless, Inc.",0.0014,-0.0013,-46.30%,"30,000",1.464M,2.707M,,1464000,2707000
CAXPF,District Copper Corp.,0.0240,0.0,0.00%,"22,000","27,678",2.707M,,27678,2707000
BIEI,"Premier Biomedical, Inc.",0.0027,0.0,0.00%,1.265M,25.446M,2.7M,,25446000,2700000
GBLEF,Global Energy Metals Corporation,0.1700,-0.0039,-2.27%,"1,500","32,364",2.698M,,32364,2698000
AERS,"Aerius International, Inc.",0.0160,0.001,+6.67%,"400,400","513,617",2.689M,,513617,2689000
FPMI,"FluoroPharma Medical, Inc.",0.0077,-0.0005,-5.59%,"2,500","63,705",2.661M,,63705,2661000
HYPF,"Hypower Fuel, Inc.",0.0078,-0.0002,-2.50%,"8,500","965,099",2.653M,,965099,2653000
MFMLF,Marifil Mines Limited,0.0430,0.0,0.00%,"14,000","30,455",2.633M,,30455,2633000
SPIN,"Spine Injury Solutions, Inc.",0.1300,-0.0005,-0.38%,"2,400","57,920",2.631M,,57920,2631000
MEGH,Megalith Corporation,0.1240,0.0,0.00%,420,"148,373",2.604M,,148373,2604000
ERHE,ERHC Energy Inc.,0.0018,0.0003,+20.00%,3.976M,"968,852",2.591M,,968852,2591000
SOEN,Solar Enertech Corp.,0.0660,0.0053,+8.73%,"142,673","555,826",2.588M,,555826,2588000
AUSVF,Gold79 Mines Ltd.,0.0754,0.0,0.00%,710,"27,143",2.58M,,27143,2580000
TXLZF,Tesla Exploration Ltd.,1.5500,0.05,+3.33%,"15,026","149,088",2.564M,,149088,2564000
AMNP,American Sierra Gold Corp.,0.0183,0.0,0.00%,174,"31,121",2.562M,,31121,2562000
CANB,Can B Corp.,0.5200,-0.039,-6.98%,"19,509","123,805",2.556M,,123805,2556000
JRVS,iMine Corporation,0.0320,0.0,0.00%,"30,010","25,476",2.553M,,25476,2553000
SMAA,"SMA Alliance, Inc.",0.0011,-0.0001,-8.33%,4.1M,29.614M,2.544M,0.55,29614000,2544000
SKYF,"Sky440, Inc.",0.0005,0.0,0.00%,12.673M,93.358M,2.529M,,93358000,2529000
LDSI,"Life Design Station International, Inc.",0.0011,0.0,0.00%,"100,001",1.092M,2.501M,,1092000,2501000
IMNPQ,"Immune Pharmaceuticals, Inc.",0.0100,0.0008,+8.70%,"216,818","794,183",2.478M,,794183,2478000
LFAP,"LGBTQ Loyalty Holdings, Inc.",0.0095,0.0,0.00%,"2,734",2.739M,2.474M,,2739000,2474000
TPAC,"Trans-Pacific Aerospace Company, Inc.",0.0003,0.0,0.00%,38.89M,119.328M,2.467M,,119328000,2467000
XGEN,NexGen Holdings Corp.,0.0198,0.0013,+7.14%,"6,000","420,112",2.466M,,420112,2466000
RGDCF,Gaia Metals Corp.,0.0836,-0.0008,-0.95%,"104,176","72,949",2.462M,,72949,2462000
DPXCF,DelphX Capital Markets Inc.,0.0846,0.0036,+4.44%,"27,500","32,959",2.458M,,32959,2458000
TROUF,Troubadour Resources Inc.,0.0913,-0.0087,-8.75%,"3,000","28,038",2.457M,,28038,2457000
GNPG,"Green Planet Group, Inc.",0.0235,-0.0025,-9.54%,"87,701","438,888",2.454M,0.73,438888,2454000
VEND,"Generation Next Franchise Brands, Inc.",0.0331,0.0,0.00%,100,"74,120",2.45M,,74120,2450000
CPPXF,Continental Energy Corporation,0.0140,0.0,0.00%,"40,000","61,873",2.446M,,61873,2446000
CPPXF,Continental Energy Corporation,0.0140,0.0,0.00%,"40,000","61,873",2.446M,,61873,2446000
EFTI,"EarthFirst Technologies, Incorporated",0.0040,0.0031,+344.44%,"450,000","84,087",2.444M,,84087,2444000
CCAN,Canadian Cannabis Corp.,0.0500,0.02,+66.67%,"22,225","62,793",2.421M,,62793,2421000
QUAN,Quantum International Corp.,0.0520,-0.004,-7.05%,"36,941","262,494",2.415M,,262494,2415000
ATMH,All Things Mobile Analytic Inc.,0.0810,-0.059,-42.14%,102,"43,760",2.409M,,43760,2409000
AFHIF,"Atlas Financial Holdings, Inc.",0.2000,0.006,+3.09%,"33,714","65,796",2.409M,,65796,2409000
SYEV,"Seychelle Environmental Technologies, Inc.",0.0900,-0.0099,-9.91%,"13,510","32,043",2.398M,,32043,2398000
SSOF,"665 Energy, Inc.",0.0025,0.0008,+47.06%,33.025M,10.798M,2.396M,,10798000,2396000
CSGH,China Sun Group High-Tech Co.,0.0200,0.0,0.00%,"14,800","132,057",2.387M,0.12,132057,2387000
EFIR,"EGPI Firecreek, Inc.",0.0010,0.0002,+25.00%,1.495B,275.175M,2.38M,,275175000,2380000
SHOM,"Southern Home Medical, Inc.",0.0016,-0.0002,-11.11%,6.254M,52.234M,2.379M,,52234000,2379000
LADFF,New Carolin Gold Corp.,0.0467,0.0,0.00%,"2,000","42,519",2.375M,,42519,2375000
IDLM,"Idle Media, Inc.",0.0170,0.001,+6.25%,"6,800","141,306",2.369M,,141306,2369000
KGJI,"Kingold Jewelry, Inc.",0.2100,-0.01,-4.55%,"6,377","92,635",2.362M,0.52,92635,2362000
VMCS,VisualMED Clinical Solutions Corp.,0.0040,0.0001,+2.31%,"1,000","249,676",2.355M,3.98,249676,2355000
MGLG,"Magellan Energy, Ltd.",0.0003,0.0,0.00%,4.169M,55.412M,2.341M,,55412000,2341000
OMTK,Omnitek Engineering Corp.,0.1079,0.0029,+2.74%,"1,400","286,800",2.33M,,286800,2330000
AESO,"Atlantic Energy Solutions, Inc.",0.0161,0.0,0.00%,"7,300","124,377",2.312M,4.03,124377,2312000
BRGO,"Bergio International, Inc.",0.0157,0.0002,+1.29%,"712,567",9.844M,2.31M,,9844000,2310000
RGSEQ,"Real Goods Solar, Inc.",0.0191,0.0017,+9.77%,"52,212",1.232M,2.304M,,1232000,2304000
BEAG,Blue Eagle Lithium Inc.,0.0300,0.0,0.00%,"6,565","34,324",2.303M,,34324,2303000
GBIM,"GlobeImmune, Inc.",2.5000,-0.025,-0.99%,"7,666","69,290",2.288M,,69290,2288000
NWYU,New You Inc.,0.0580,-0.001,-1.61%,"189,892","96,905",2.281M,,96905,2281000
BRVRF,Blue River Resources Ltd.,0.0116,0.0,0.00%,"1,000","125,456",2.274M,,125456,2274000
IBGR,"Nexus Energy Services, Inc.",0.1070,0.015,+16.30%,"2,932","491,311",2.267M,,491311,2267000
NSRS,North Springs Resources Corp,0.0050,-0.004,-44.44%,"200,000","167,945",2.261M,,167945,2261000
NSRS,North Springs Resources Corp,0.0050,-0.004,-44.44%,"200,000","167,945",2.261M,,167945,2261000
IVDA,"Iveda Solutions, Inc.",0.3000,-0.02,-6.25%,"28,000","25,238",2.261M,,25238,2261000
AMCF,Andatee China Marine Fuel Services Corporation,0.1709,0.0389,+29.47%,"24,813","37,580",2.257M,,37580,2257000
CIIX,"Chineseinvestors.com, Inc.",0.0410,-0.004,-8.89%,860,"154,166",2.256M,,154166,2256000
IMJX,Imagexpres Corp.,0.0002,-0.0001,-33.33%,4.767M,36.666M,2.254M,,36666000,2254000
IHAI,"Innovative Holdings Alliance, Inc.",0.1220,0.007,+6.09%,"115,241","70,055",2.239M,,70055,2239000
IDCN,Indocan Resources Inc.,0.0003,-0.0001,-25.00%,7.676M,40.319M,2.222M,,40319000,2222000
UVSS,"Universal Systems, Inc.",0.0088,0.0,0.00%,"404,498","758,282",2.209M,,758282,2209000
DEER,"Deer Consumer Products, Inc.",0.0210,-0.001,-4.55%,"20,040","70,527",2.208M,0.02,70527,2208000
CORG,Cordia Corporation,0.7599,0.0099,+1.32%,"5,578","99,993",2.204M,,99993,2204000
EVAHF,EGF Theramed Health Corp.,0.1355,0.0053,+4.07%,"3,503","97,046",2.202M,,97046,2202000
OPMG,"Options Media Group Holdings, Inc.",0.0005,0.0002,+66.67%,1.021M,4.854M,2.192M,,4854000,2192000
ABWN,Airborne Wireless Network,0.0004,-0.0001,-10.00%,14.128M,78.331M,2.188M,,78331000,2188000
MSSV,"Meso Numismatics, Inc.",0.2010,-0.019,-8.64%,"18,567","109,733",2.185M,,109733,2185000
TGHI,"Touchpoint Group Holdings, Inc.",0.0549,0.0117,+27.08%,6.862M,3.932M,2.184M,,3932000,2184000
SKPN,"SkyShop Logistics, Inc.",0.0032,0.0,0.00%,"5,000","33,339",2.184M,,33339,2184000
ITLL,Intelligent Cloud Resources Inc.,0.0200,0.0021,+11.51%,"19,072","32,375",2.175M,,32375,2175000
